date,num1,num2,num3,num4,num5,num6,num7,num8,num9,temp,temp_diff,pressure,pressure_diff,humidity,humidity_diff,moon_age,moon_sin,moon_cos
2017/3/31,1,6,7,11,27,35,36,22,26,5.8,-8.1,1015,3.6,91,24,4.01,0.75,0.66
2017/4/7,4,5,10,13,28,32,33,19,26,18.3,1.6,1011.2,-7,83,11,11.01,0.72,-0.7
2017/4/14,4,13,16,18,22,26,33,27,29,17.1,2.7,1011.7,1.4,62,8,18.01,-0.64,-0.77
2017/4/21,3,4,6,13,22,31,36,28,34,16.6,0,1002,-6.9,69,16,25.01,-0.82,0.57
2017/4/28,2,4,6,11,15,19,36,23,34,17.1,2.1,1002.5,-0.4,38,-25,2.48,0.5,0.86
2017/5/5,7,15,22,25,31,32,35,29,36,22,3.3,1010.9,-8,57,3,9.48,0.9,-0.43
2017/5/12,4,6,10,19,20,24,29,1,27,21.3,-2.4,1011.6,6.8,75,20,16.48,-0.36,-0.93
2017/5/19,5,13,15,18,19,24,35,20,23,21.7,5.4,1012.3,0.1,58,-40,23.48,-0.96,0.28
2017/5/26,2,6,9,12,31,36,37,3,22,19.3,-2.1,1001.9,-0.6,92,17,0.94,0.2,0.98
2017/6/2,11,12,13,21,29,36,37,7,9,24.1,2,992.4,-1,23,-62,7.94,0.99,-0.12
2017/6/9,9,14,22,24,25,36,37,8,28,23.9,0.6,1002.8,2,59,-19,14.94,-0.04,-1
2017/6/16,4,6,26,27,28,35,36,24,34,21.8,-1.2,1003.2,-0.2,70,6,21.94,-1,-0.04
2017/6/23,15,16,17,21,26,29,30,10,34,25.9,0.8,1004.2,-0.6,65,4,28.94,-0.12,0.99
2017/6/30,6,9,13,14,21,25,31,2,4,24.7,-1.8,1006,-4.2,84,17,6.41,0.98,0.2
2017/7/7,7,9,11,18,25,28,35,20,27,28.4,0.8,1007,-0.6,68,0,13.41,0.28,-0.96
2017/7/14,1,2,9,11,17,30,35,13,36,28.6,0.2,1008.7,2.4,71,-3,20.41,-0.93,-0.36
2017/7/21,3,9,18,21,23,27,29,35,37,29.3,-0.1,1009.4,0.8,67,-2,27.41,-0.44,0.9
2017/7/28,10,13,19,21,26,33,34,24,25,28.8,4.8,1005.1,-3.2,77,-12,4.88,0.86,0.51
2017/8/4,2,4,7,10,12,29,34,1,21,27.4,1,1007.1,-1.2,81,8,11.88,0.58,-0.82
2017/8/11,13,15,17,18,20,21,26,25,29,24,-1.3,1002.6,4.3,85,2,18.88,-0.77,-0.64
2017/8/18,12,17,21,24,26,30,32,10,22,26.9,0.3,1006.5,0.1,87,9,25.88,-0.7,0.71
2017/8/25,2,3,7,9,22,23,26,29,30,32.7,2.1,1001.6,-0.6,60,-3,3.35,0.65,0.76
2017/9/1,6,11,14,21,24,28,31,22,36,21.3,0,1005.1,2.1,63,-13,10.35,0.81,-0.59
2017/9/8,2,3,9,30,33,36,37,1,32,25.6,2.9,1004.3,5.5,73,-27,17.35,-0.52,-0.85
2017/9/15,3,5,8,15,22,25,27,18,31,23.8,-2.4,1014,3.2,65,-7,24.35,-0.89,0.45
2017/9/22,4,15,18,24,25,34,36,10,26,21.2,-4.3,1014,4.2,93,39,1.82,0.38,0.93
2017/9/29,2,4,7,9,15,35,37,10,23,20.9,4,1011.4,10.6,71,-23,8.82,0.95,-0.3
2017/10/6,3,13,17,25,26,27,29,8,37,14.2,-3.1,1023.4,-2.1,97,42,15.82,-0.22,-0.97
2017/10/13,7,14,15,16,23,25,30,5,34,14.9,-10,1017.4,8.1,98,18,22.82,-0.99,0.14
2017/10/20,2,9,13,18,21,33,34,3,11,16.1,4.7,1013.7,-4.3,96,-4,0.29,0.06,1
2017/10/27,19,22,23,34,35,36,37,10,30,17,1.8,1021,2.5,73,9,7.29,1,0.02
2017/11/3,3,4,7,19,20,21,29,8,33,16.5,-0.3,1011.3,-5,81,13,14.29,0.1,-0.99
2017/11/10,3,21,26,33,34,35,37,23,31,13.7,-0.9,1013.9,-1.8,84,47,21.29,-0.98,-0.18
2017/11/17,8,13,17,21,23,28,37,1,14,11.2,-1.1,1017.7,4,65,16,28.29,-0.26,0.97
2017/11/24,9,12,14,24,29,31,35,5,30,9.9,-2.3,1013.7,11.2,44,-17,5.76,0.94,0.34
2017/12/1,5,11,12,19,21,26,28,4,20,9.6,-0.3,1015.2,3.5,76,-12,12.76,0.41,-0.91
2017/12/8,1,5,13,17,31,32,35,19,24,7.6,1,1004.6,-9.4,70,2,19.76,-0.87,-0.49
2017/12/15,6,9,13,18,20,22,30,11,14,5.8,-1.6,1019.2,-1.4,60,25,26.76,-0.56,0.83
2017/12/22,2,9,17,22,32,34,36,11,12,6.2,-1.6,1020.6,-2.9,70,6,4.23,0.78,0.62
2017/12/29,2,8,9,11,24,26,27,7,36,6.8,1.2,1009.7,-5.6,39,5,11.23,0.68,-0.73
2018/1/5,3,6,9,19,23,25,31,21,36,4.7,-0.9,1010.4,-4.3,71,36,18.23,-0.67,-0.74
2018/1/12,10,12,13,16,34,35,36,11,37,2.5,-3.5,1017.7,7.6,35,15,25.23,-0.79,0.61
2018/1/19,1,5,6,22,25,27,31,12,18,9.7,0.9,1015.6,4.3,52,-37,2.7,0.54,0.84
2018/1/26,9,20,28,29,31,34,37,5,25,1,-0.2,1005.2,-2.2,32,-2,9.7,0.88,-0.47
2018/2/2,5,9,10,13,26,30,34,18,23,3,0.3,1020.7,-1.9,88,-9,16.7,-0.4,-0.92
2018/2/9,1,15,20,26,28,34,37,23,30,5.7,1.1,1021.3,3.9,58,9,23.7,-0.95,0.32
2018/2/16,8,23,24,25,27,30,31,11,17,7.1,-3.6,1009.8,1.5,66,0,1.17,0.25,0.97
2018/2/23,6,7,9,12,15,17,24,26,29,4.9,2.2,1017.4,-0.8,85,-7,8.17,0.99,-0.17
2018/3/2,1,12,14,18,23,24,31,7,26,10.3,-6.3,1008.5,21,33,7,15.17,-0.09,-1
2018/3/9,1,4,11,13,15,21,32,5,10,11.1,3.8,1005.6,-7.9,58,-42,22.17,-1,0
2018/3/16,14,21,24,27,30,33,37,19,20,9.6,-7.7,1012,1.3,86,25,29.17,-0.08,1
2018/3/23,5,15,16,26,27,32,35,23,28,12.9,0.3,1011.5,17.7,64,-19,6.64,0.99,0.16
2018/3/30,1,3,11,20,23,32,35,25,26,12.5,-6.1,1019.4,10.6,47,-18,13.64,0.24,-0.97
2018/4/6,5,6,15,19,22,29,32,4,31,18.5,5.7,999.6,-16.9,90,16,20.64,-0.95,-0.32
2018/4/13,4,8,12,23,29,31,34,5,6,16.4,-2.4,1019.4,14.2,27,-29,27.64,-0.39,0.92
2018/4/20,4,14,15,17,21,23,26,7,8,19.9,1.7,1015.7,4.3,59,-12,5.11,0.89,0.47
2018/4/27,2,6,7,9,19,23,36,5,15,19.2,0.4,1003.6,-5.9,74,11,12.11,0.54,-0.84
2018/5/4,1,5,11,16,27,35,36,6,14,17,-5.7,1005.9,11.8,60,1,19.11,-0.8,-0.6
2018/5/11,8,13,15,17,21,26,29,4,24,18.7,6.6,1013,-1.1,65,-27,26.11,-0.67,0.75
2018/5/18,12,13,15,19,21,24,36,10,37,23.1,-2.5,1000.5,-2.4,84,12,3.58,0.69,0.72
2018/5/25,6,11,15,17,20,27,32,16,22,24.7,1.7,1001.8,-0.2,62,-11,10.58,0.78,-0.63
2018/6/1,8,13,18,20,23,25,26,6,28,22,1.4,1009.6,8,60,-22,17.58,-0.56,-0.83
2018/6/8,4,5,9,15,29,31,33,26,27,24.8,0.1,1001.8,-7.8,73,6,24.58,-0.87,0.49
2018/6/15,1,9,15,24,31,33,36,2,26,16.7,-3.7,1005.3,-2.3,95,19,2.05,0.42,0.91
2018/6/22,1,2,11,13,15,24,25,26,28,25.3,2.2,1004.5,5.1,75,-10,9.05,0.94,-0.35
2018/6/29,1,9,15,16,19,32,35,14,31,28.6,0.7,1009.2,5.5,72,-2,16.05,-0.27,-0.96
2018/7/6,2,5,8,15,18,26,31,19,25,19.3,-8.2,1009.4,7.4,99,26,23.05,-0.98,0.19
2018/7/13,13,15,21,23,26,32,34,5,9,30.6,2.9,1005.6,-3.4,64,-15,0.52,0.11,0.99
2018/7/20,9,14,21,23,25,26,37,7,29,29.9,-0.5,1008.1,1,74,2,7.52,1,-0.03
2018/7/27,8,9,15,19,24,25,35,34,37,25.9,-1.6,1005.3,-0.8,61,3,14.52,0.05,-1
2018/8/3,3,6,12,17,22,34,35,2,33,30.4,-2.1,1002.8,1.1,76,11,21.52,-0.99,-0.13
2018/8/10,6,7,9,11,21,23,25,1,22,29,-0.5,997.8,2.4,82,7,28.52,-0.21,0.98
2018/8/17,6,9,14,21,23,33,36,27,28,26.9,-2.8,1005.6,3.7,34,-34,5.99,0.96,0.29
2018/8/24,7,11,15,17,19,23,31,9,37,29,-0.9,1006.5,-3.3,77,3,12.99,0.37,-0.93
2018/8/31,4,9,10,11,24,32,35,2,37,26.3,-3.2,1005.1,-1.3,79,9,19.99,-0.9,-0.44
2018/9/7,1,2,17,19,20,22,26,30,36,28.3,0.3,1006,0.6,72,9,26.99,-0.52,0.86
2018/9/14,10,17,18,25,29,35,36,7,14,21.6,-2,1015.3,-1.1,85,6,4.46,0.81,0.58
2018/9/21,13,14,15,17,23,29,31,10,19,18.7,0,1009.3,-3.8,100,3,11.46,0.65,-0.76
2018/9/28,6,7,10,25,29,30,33,1,31,21.4,4.9,1015.2,6.3,70,-28,18.46,-0.71,-0.71
2018/10/5,11,15,21,26,30,34,35,4,36,18.5,-2.2,1021.1,-3.4,100,28,25.46,-0.76,0.65
2018/10/12,4,5,14,17,18,29,37,27,31,20,-3.1,1016.7,7.6,73,-16,2.92,0.58,0.81
2018/10/19,2,7,10,20,24,29,34,4,8,16.4,-1.1,1014.7,0.4,86,10,9.92,0.86,-0.51
2018/10/26,1,8,9,16,27,32,37,17,31,19.3,0,1016.2,0.4,66,9,16.92,-0.44,-0.9
2018/11/2,2,7,10,12,16,17,34,23,25,14,-0.8,1022.1,5,58,10,23.92,-0.93,0.37
2018/11/9,3,13,22,26,31,32,37,29,35,16.6,-1.2,1014.7,-6.9,100,24,1.39,0.29,0.96
2018/11/16,1,11,18,19,21,29,37,5,15,14.4,0.9,1016.6,-3.6,72,17,8.39,0.98,-0.21
2018/11/23,12,15,25,26,27,29,35,24,30,11.5,1.6,1018.2,11.8,39,-43,15.39,-0.13,-0.99
2018/11/30,11,13,15,20,27,29,35,1,7,14,0.5,1018.9,2,51,-14,22.39,-1,0.05
2018/12/7,3,4,6,10,14,22,29,28,32,13.3,3.3,1007.4,-1,89,-10,29.39,-0.03,1
2018/12/14,4,5,6,8,9,22,32,13,26,6.3,0.7,1020,2.3,41,-51,6.86,0.99,0.11
2018/12/21,1,8,10,12,18,28,29,25,27,9,-0.9,1021.5,5.1,54,-13,13.86,0.19,-0.98
2018/12/28,2,3,11,16,23,28,36,8,24,4.8,-4.1,1010.1,7.4,36,-27,20.86,-0.96,-0.27
2019/1/4,1,3,8,11,18,19,22,26,30,4.8,-1.3,1021.1,-0.7,67,26,27.86,-0.35,0.94
2019/1/11,1,6,10,13,16,26,36,28,30,8.4,5.2,1017.2,6.2,36,-11,5.33,0.91,0.42
2019/1/18,4,7,21,31,33,34,35,6,12,6.8,-0.7,1015,10.6,31,-34,12.33,0.49,-0.87
2019/1/25,4,11,12,25,27,30,33,5,19,6.4,0.8,1010.6,-1.4,45,9,19.33,-0.83,-0.56
2019/2/1,8,16,26,27,28,32,34,4,25,4.2,-3,1010.6,9.1,36,-45,26.33,-0.63,0.78
2019/2/8,4,7,14,17,21,34,37,10,30,5.7,-8.8,1014.6,12.7,32,-28,3.8,0.72,0.69
2019/2/15,7,9,10,17,28,33,36,18,23,4.4,-1,1016.5,-6.4,84,52,10.8,0.75,-0.67
2019/2/22,6,17,23,24,27,28,31,10,18,11.1,-0.9,1013,-2.6,75,43,17.8,-0.6,-0.8
2019/3/1,12,13,15,22,25,33,35,1,31,8,0.5,1011.6,4,76,-24,24.8,-0.84,0.54
2019/3/8,5,8,15,24,25,32,35,20,26,8.6,0.7,1019.4,18.5,37,-61,2.27,0.46,0.89
2019/3/15,5,6,11,15,20,32,33,13,25,11.8,3.4,1013.9,-1.8,63,22,9.27,0.92,-0.39
2019/3/22,1,7,13,14,16,21,22,18,34,15.1,-3.3,1002.6,3,32,-43,16.27,-0.32,-0.95
2019/3/29,17,25,26,28,31,32,37,6,9,7.6,-5.5,1014.2,7.6,63,15,23.27,-0.97,0.24
2019/4/5,9,11,18,24,26,27,37,30,33,18.2,4.8,996.1,-12.2,38,-8,0.74,0.16,0.99
2019/4/12,1,2,4,18,20,29,34,17,30,10.3,-1.2,1013.4,6.3,43,1,7.74,1,-0.08
2019/4/19,9,13,16,23,28,29,30,1,20,19.8,1.7,1004.8,-4,69,8,14.74,0.01,-1
2019/4/26,3,6,8,19,32,34,35,12,30,11,-11.1,1002.8,4,91,7,21.74,-1,-0.09
2019/5/3,3,11,18,26,30,33,37,28,31,21.1,1.7,1010.8,6.4,41,1,28.74,-0.17,0.99
2019/5/10,3,9,10,17,30,33,34,6,8,22.8,2.7,1009.4,5.9,39,-4,6.21,0.97,0.25
2019/5/17,7,8,14,15,16,20,29,18,19,21,0.2,1017.1,4.4,57,-4,13.21,0.32,-0.95
2019/5/24,4,5,10,12,27,34,36,3,14,26.4,3.1,1007.8,2.9,29,-18,20.21,-0.92,-0.4
2019/5/31,2,6,14,23,28,31,35,19,27,21.7,-0.5,1005.7,-4.1,72,18,27.21,-0.47,0.88
2019/6/7,5,6,18,22,26,33,34,36,37,19.2,-8.3,1001.4,-6.6,100,39,4.68,0.84,0.54
2019/6/14,15,24,27,28,29,34,35,9,25,22.4,-0.5,1009.6,0.1,67,-2,11.68,0.61,-0.79
2019/6/21,1,10,11,21,26,29,30,14,20,25,-0.3,1005.4,2.2,77,7,18.68,-0.74,-0.67
2019/6/28,11,14,15,21,26,34,36,23,27,28.3,2,998.2,-4,76,-2,25.68,-0.73,0.68
2019/7/5,9,13,16,17,18,19,20,30,36,23,1.2,1003.7,1.1,77,-13,3.15,0.62,0.78
2019/7/12,4,14,17,18,21,31,33,6,20,21,1.8,1001.5,-8.8,98,-1,10.15,0.83,-0.56
2019/7/19,1,2,17,18,24,27,29,12,32,28.9,2,1008,-1.6,75,-7,17.15,-0.49,-0.87
2019/7/26,1,3,13,14,16,30,31,2,17,28.8,0.3,1008.8,2.1,72,-9,24.15,-0.91,0.41
2019/8/2,3,9,10,14,19,24,30,18,21,30.7,-1.4,1007.4,-0.1,76,5,1.62,0.34,0.94
2019/8/9,3,10,19,20,26,28,30,15,25,30.1,-0.3,1005,-0.2,62,-12,8.62,0.97,-0.26
2019/8/16,3,4,10,12,17,18,20,19,32,30,2.8,994.8,-3.3,71,-25,15.62,-0.18,-0.98
2019/8/23,5,7,11,12,15,18,20,19,30,24.9,-2,1002.4,-4.2,96,11,22.62,-0.99,0.1
2019/8/30,5,7,10,15,24,27,30,3,33,26.1,-3.4,1004.2,0.7,86,15,0.09,0.02,1
2019/9/6,1,4,10,11,16,24,34,30,32,29.1,1.6,1012.8,-1.5,73,-3,7.09,1,0.06
2019/9/13,3,7,15,16,30,34,35,8,29,22.7,-1.6,1014.3,2.7,66,6,14.09,0.14,-0.99
2019/9/20,9,10,17,18,22,25,35,13,14,23.9,0.2,1014.8,3.9,67,-3,21.09,-0.97,-0.22
2019/9/27,9,10,13,21,25,31,33,24,37,24.4,1.1,1022.2,-1.2,73,2,28.09,-0.3,0.95
2019/10/4,5,7,10,12,14,24,35,11,33,26.6,1.5,998,-12.8,61,-9,5.56,0.93,0.38
2019/10/11,7,9,16,17,23,27,34,15,36,21.5,-1,1009.8,-4.8,100,38,12.56,0.45,-0.89
2019/10/18,11,15,18,20,23,25,32,9,37,16.6,0.9,1024.2,1.8,88,-12,19.56,-0.85,-0.52
2019/10/25,6,14,17,26,27,30,36,12,28,15.1,-3.1,1004.3,-16.7,100,24,26.56,-0.59,0.81
2019/11/1,4,11,17,27,29,31,36,19,24,16.6,0.4,1011.4,-3.3,82,-4,4.03,0.76,0.65
2019/11/8,3,6,24,28,32,35,36,4,8,15.3,-4.5,1013.8,7.4,58,9,11.03,0.71,-0.7
2019/11/15,17,19,22,29,30,31,32,11,16,11.6,-5.2,1012.9,5.1,81,46,18.03,-0.64,-0.77
2019/11/22,11,19,28,29,31,32,37,12,21,8.2,-3.7,1027.4,-1.5,99,51,25.03,-0.82,0.58
2019/11/29,6,9,10,18,28,31,32,24,35,5,-1.8,1020.7,1,63,-22,2.5,0.51,0.86
2019/12/6,11,16,18,23,30,31,35,3,27,8.4,-1.2,1023.8,6.5,49,-3,9.5,0.9,-0.43
2019/12/13,3,6,11,13,18,20,34,25,35,8,-3.6,1024,11.7,58,21,16.5,-0.36,-0.93
2019/12/20,2,5,17,18,19,20,33,1,24,12.1,3.3,1017.6,1.3,39,-49,23.5,-0.96,0.28
2019/12/27,4,10,11,15,18,22,34,16,32,8.2,-1.2,1008.2,0.2,50,-17,0.97,0.2,0.98
2020/1/10,10,19,21,23,24,30,37,2,28,8.5,-2.7,1014.8,5.8,62,26,14.97,-0.04,-1
2020/1/17,8,13,17,19,23,25,28,5,16,8.6,1.5,1015.1,-3.2,57,9,21.97,-1,-0.04
2020/1/24,3,4,14,18,26,30,32,28,34,10.1,3.9,1019.1,3.9,86,-8,28.97,-0.12,0.99
2020/1/31,11,15,22,23,24,29,33,19,34,7.2,-5.1,1003.4,8.7,40,-15,6.44,0.98,0.2
2020/2/7,1,2,8,10,13,25,31,23,35,3.7,1.8,1019.7,-3.2,62,29,13.44,0.28,-0.96
2020/2/14,4,6,9,10,23,27,33,14,31,12.4,-0.5,1014.1,5.2,87,15,20.44,-0.93,-0.36
2020/2/21,4,16,20,30,33,34,36,19,21,11.6,0.3,1029.8,4.6,57,1,27.44,-0.43,0.9
2020/2/28,5,8,12,13,14,24,30,27,35,8.8,1.9,1019.5,2.8,35,3,4.9,0.86,0.5
2020/3/6,5,13,14,26,32,33,34,8,11,10.8,1.3,1015.5,9.3,34,9,11.9,0.57,-0.82
2020/3/13,4,7,11,17,19,26,35,1,24,15.6,2.8,1008.1,-9.8,44,-2,18.9,-0.77,-0.64
2020/3/20,9,11,13,14,20,22,37,15,17,13.9,-3.5,1004.5,1.1,34,-37,25.9,-0.7,0.72
2020/3/27,5,9,16,20,29,33,35,2,8,18.6,2.8,1010.2,-6.3,69,14,3.37,0.66,0.75
2020/4/3,4,7,8,14,22,24,27,13,26,14.9,2.6,1015.9,6.6,63,30,10.37,0.8,-0.59
2020/4/10,13,15,17,22,26,34,36,3,19,11.9,-2,1014.4,1.9,33,-32,17.37,-0.53,-0.85
2020/4/17,3,9,10,14,16,20,27,19,33,14.4,3,1020.5,3.6,63,-4,24.37,-0.89,0.46
2020/4/24,1,4,13,14,16,22,35,10,23,15.1,1.9,1004.4,1.8,44,-12,1.84,0.38,0.92
2020/5/1,10,24,25,26,27,33,36,4,23,20.6,1.1,1008.8,-4.2,69,-1,8.84,0.95,-0.31
2020/5/8,8,14,19,20,29,30,31,7,35,17.5,-0.7,1017.4,5.4,40,-7,15.84,-0.23,-0.97
2020/5/15,7,8,9,13,21,34,35,3,20,22.7,0.7,1013.9,0.6,46,1,22.84,-0.99,0.15
2020/5/22,1,7,9,11,15,31,34,6,33,15.9,2.4,1014,0,92,-5,0.31,0.07,1
2020/5/29,7,10,16,25,26,33,34,24,35,23.1,6.3,1011,5.7,58,-39,7.31,1,0.01
2020/6/5,1,3,4,8,11,21,25,12,23,25.1,-0.5,1001.9,-0.1,70,10,14.31,0.1,-1
2020/6/12,6,8,22,23,32,33,36,9,27,27.7,4.1,1001.6,0,75,-22,21.31,-0.98,-0.18
2020/6/19,2,3,17,18,22,23,31,4,30,19,-3.7,997.6,-5.7,100,24,28.31,-0.26,0.97
2020/6/26,4,5,9,10,18,27,35,15,34,28.2,6.2,1000,-4.5,79,-14,5.78,0.94,0.33
2020/7/3,13,15,18,19,23,27,32,34,35,22.8,-5,1012.6,8.6,85,27,12.78,0.41,-0.91
2020/7/10,6,11,14,17,23,31,37,10,15,26.4,3.7,1007.9,0.2,87,-10,19.78,-0.88,-0.48
2020/7/17,6,7,10,17,25,33,36,27,32,19.8,-3.1,1008.6,3.6,99,20,26.78,-0.55,0.83
2020/7/24,1,5,9,10,14,15,29,20,28,26,3.5,1007,1.2,90,-9,4.25,0.79,0.62
2020/7/31,3,8,15,22,24,29,35,18,26,26.2,1.3,1007.3,-4.7,85,1,11.25,0.68,-0.73
2020/8/7,8,14,24,25,32,34,36,13,16,30.5,1.8,1003.4,-5.4,72,-2,18.25,-0.68,-0.74
2020/8/14,4,8,25,26,27,31,32,9,22,31.1,4.1,1005,-0.1,74,-25,25.25,-0.79,0.61
2020/8/21,2,3,5,8,19,22,37,16,28,31.1,0.7,1008.5,0.6,61,-9,2.72,0.55,0.84
2020/8/28,8,11,15,22,26,28,30,10,20,30.9,1.3,1008.2,-0.7,67,-7,9.72,0.88,-0.48
2020/9/4,3,7,15,18,26,30,31,9,33,30.5,1.4,1009.8,0.8,75,-3,16.72,-0.4,-0.91
2020/9/11,4,12,14,24,29,34,35,5,15,29.2,1.8,1011.9,3.3,71,-6,23.72,-0.94,0.33
2020/9/18,9,19,22,32,35,36,37,7,21,29.3,3.2,1002.9,-5.3,72,-13,1.19,0.25,0.97
2020/9/25,3,7,13,22,30,32,37,14,15,20.2,1.8,1000.4,-11,98,-1,8.19,0.99,-0.17
2020/10/2,1,6,8,10,18,21,32,13,28,22.7,1.9,1013.9,5.7,68,-11,15.19,-0.09,-1
2020/10/9,1,6,11,13,18,24,27,17,23,15.1,0.1,1022.4,-1,100,1,22.19,-1,0.01
2020/10/16,3,6,19,21,23,26,27,30,34,16.7,1.8,1017.1,-0.9,58,-31,29.19,-0.07,1
2020/10/23,10,23,27,32,33,35,37,24,26,17.6,-0.1,997.6,-15.6,100,27,6.66,0.99,0.15
2020/10/30,1,4,6,15,20,22,26,18,21,15.9,-1.2,1016.6,3,37,-5,13.66,0.23,-0.97
2020/11/6,7,14,15,22,27,30,31,9,32,13,-0.2,1020.4,-1.5,67,2,20.66,-0.95,-0.31
2020/11/13,6,10,22,23,27,32,33,8,19,14.1,2.4,1019.5,-9.2,79,12,27.66,-0.39,0.92
2020/11/20,1,2,5,20,26,29,32,8,9,22.3,1,1002.4,-10.2,74,-4,5.13,0.89,0.46
2020/11/27,2,3,5,8,16,20,34,26,31,11,-1.5,1015,-2.5,79,4,12.13,0.53,-0.85
2020/12/4,4,12,13,15,21,28,37,7,20,11.3,1.6,1020.9,8.1,49,-37,19.13,-0.8,-0.6
2020/12/11,3,4,10,17,20,22,33,1,6,12.2,1.8,1012.8,-0.6,73,-1,26.13,-0.66,0.75
2020/12/18,7,15,19,20,21,33,36,4,10,8,2.5,1012.7,-2.7,65,33,3.6,0.69,0.72
2020/12/25,4,17,22,28,30,31,35,25,34,9.6,-3.2,1006.7,0.8,36,3,10.6,0.77,-0.63
2021/1/8,4,5,9,14,18,30,35,1,33,3.6,-4.4,1004.5,7.7,42,8,24.6,-0.87,0.5
2021/1/15,7,9,12,17,20,26,29,4,13,6.8,-2.3,1018.4,2.7,84,23,2.07,0.43,0.9
2021/1/22,2,6,8,12,19,20,29,5,26,10.8,3.8,1013.9,-5.8,43,-9,9.07,0.94,-0.35
2021/1/29,4,8,13,16,25,30,32,9,26,5.6,3.7,1003.9,-3.2,34,-64,16.07,-0.27,-0.96
2021/2/5,3,10,16,17,24,32,36,11,29,9.1,0.3,1014.7,5.2,62,24,23.07,-0.98,0.19
2021/2/12,1,2,5,16,18,21,29,24,25,10.5,0.8,1025.3,6.6,56,20,0.54,0.11,0.99
2021/2/19,19,21,25,26,28,30,31,9,16,8.8,3,1009.5,6.9,57,18,7.54,1,-0.03
2021/2/26,16,18,19,21,29,30,35,14,28,10.1,0.9,1017,-2.6,33,-16,14.54,0.05,-1
2021/3/5,13,15,16,24,30,31,37,12,33,11.9,0.2,1018.3,-8.8,93,27,21.54,-0.99,-0.13
2021/3/12,1,2,18,21,26,29,37,9,36,14.5,2.1,1018.8,-4.8,68,5,28.54,-0.21,0.98
2021/3/19,4,11,12,21,23,27,36,9,14,13.3,-1.6,1016.6,2.3,61,-6,6.01,0.96,0.29
2021/3/26,14,20,22,29,31,33,34,15,24,14.8,0.7,1013.4,0.6,33,-49,13.01,0.37,-0.93
2021/4/2,3,10,16,18,19,34,35,27,36,17.3,0.7,1023.5,4.6,60,-7,20.01,-0.9,-0.44
