date,num1,num2,num3,num4,num5,num6,num7,num8,num9,temp,temp_diff,pressure,pressure_diff,humidity,humidity_diff,moon_age,moon_sin,moon_cos
2021/4/9,3,8,16,21,25,36,37,14,20,13.9,-1.4,1018,9.8,31,-34,27.01,-0.51,0.86
2021/4/16,4,8,12,13,23,32,37,16,35,15.3,3.2,1022.9,3.3,68,17,4.48,0.81,0.58
2021/4/23,8,9,10,15,16,30,31,29,36,15.4,-6.3,1018.1,4.6,51,36,11.48,0.64,-0.77
2021/4/30,4,5,13,18,23,27,32,9,11,21.2,4.7,997.5,-4.1,41,-57,18.48,-0.71,-0.7
2021/5/7,10,13,17,18,22,28,37,1,20,17.7,-2.5,1006.8,-7,96,33,25.48,-0.76,0.65
2021/5/14,3,11,14,21,26,29,34,22,33,23.7,7.1,1009.7,-1.6,61,-39,2.95,0.59,0.81
2021/5/21,4,5,11,13,24,32,34,2,3,22.8,3.1,999.3,-12.1,91,-3,9.95,0.85,-0.52
2021/5/28,9,15,18,26,28,32,37,21,36,22.1,5.9,1000.6,4.8,63,-36,16.95,-0.45,-0.89
2021/6/4,1,9,21,23,30,35,36,5,6,23.9,0.8,992.5,-18.5,97,39,23.95,-0.93,0.37
2021/6/11,1,7,9,11,29,31,32,2,6,24.1,-2.4,1016.5,1,61,6,1.42,0.3,0.95
2021/6/18,5,6,12,19,25,30,35,26,33,23.4,0.6,1001.2,-1.8,73,16,8.42,0.98,-0.22
2021/6/25,2,9,14,20,22,34,35,7,24,25,0.5,1009.4,0.7,69,5,15.42,-0.14,-0.99
2021/7/2,1,2,6,8,30,31,33,13,35,21.8,0.6,1006.9,-2.5,100,4,22.42,-1,0.06
2021/7/9,11,13,26,27,31,33,37,9,18,24.3,0.8,1004.7,-0.3,100,1,29.42,-0.02,1
2021/7/16,3,6,16,22,31,34,35,24,32,29.2,1.2,1015.9,-0.1,70,-3,6.88,0.99,0.11
2021/7/23,6,11,14,27,30,32,35,18,24,29.4,-0.5,1007.1,-1.6,64,1,13.88,0.19,-0.98
2021/7/30,2,12,17,24,28,30,32,3,27,24.6,-3.5,999.2,0.3,100,24,20.88,-0.96,-0.27
2021/8/6,7,11,12,17,19,20,26,2,3,30.2,0.4,1003.2,0.2,72,5,27.88,-0.34,0.94
2021/8/13,5,10,13,24,29,30,35,21,31,22.1,-4.3,1007,-0.6,98,12,5.35,0.91,0.42
2021/8/20,14,17,20,25,32,33,36,10,34,28.6,0.1,1013.1,0,67,-1,12.35,0.49,-0.87
2021/8/27,10,11,12,17,29,34,37,26,30,30.6,-1.5,1008,0.5,68,2,19.35,-0.83,-0.56
2021/9/3,3,5,7,11,15,17,25,13,32,20.4,0.9,1009.6,3.2,100,1,26.35,-0.63,0.78
2021/9/10,5,6,21,22,26,31,32,18,36,26.7,4.9,1010,0.5,73,-25,3.82,0.73,0.69
2021/9/17,8,10,14,15,23,25,26,1,11,24.1,1.7,1011.5,-3.1,73,2,10.82,0.74,-0.67
2021/9/24,4,13,16,21,32,34,37,27,33,25.8,-0.1,1015.6,6.9,68,-3,17.82,-0.61,-0.8
2021/10/1,1,3,6,9,26,29,31,14,18,17.7,-5.9,991.7,-14.5,90,9,24.82,-0.84,0.54
2021/10/8,5,10,17,18,19,22,32,14,35,25.3,2.9,1017.5,0.8,74,-9,2.29,0.47,0.88
2021/10/15,15,21,22,23,27,28,37,8,25,21.9,2.7,1012.7,-0.7,76,-3,9.29,0.92,-0.4
2021/10/22,6,13,14,16,19,30,32,25,36,11.2,-5.4,1011.7,-2.5,95,46,16.29,-0.32,-0.95
2021/10/29,1,5,8,26,28,32,36,23,24,16.2,-3.1,1017.6,4.1,56,23,23.29,-0.97,0.24
2021/11/5,11,15,16,17,18,27,29,25,33,14.9,0.2,1015,3.3,59,3,0.76,0.16,0.99
2021/11/12,4,22,25,27,28,30,33,2,3,14.4,-2.2,1007,4.9,46,-2,7.76,1,-0.08
2021/11/19,1,7,9,12,15,29,32,11,28,12.7,0.1,1011.6,-3.3,77,4,14.76,0,-1
2021/11/26,3,5,8,13,26,30,37,25,28,12.3,-0.9,1011.4,4.4,69,13,21.76,-1,-0.08
2021/12/3,7,21,24,29,32,36,37,22,27,10.3,0.8,1006.3,-8.5,61,10,28.76,-0.16,0.99
2021/12/10,2,21,26,27,32,33,34,8,9,9.8,-0.5,1021,-4.9,64,3,6.23,0.97,0.24
2021/12/17,2,7,12,15,21,23,30,9,31,9.4,-2.3,991.7,-20.8,97,24,13.23,0.32,-0.95
2021/12/24,2,15,22,25,28,33,37,10,17,9.8,1.6,1012.2,-6.7,58,15,20.23,-0.92,-0.4
2022/1/7,5,17,20,21,31,34,35,8,27,4.3,4.1,1018.4,0.2,48,-49,4.7,0.84,0.54
2022/1/14,2,8,10,21,24,26,35,9,13,4.9,-2.1,1008,11.9,31,-11,11.7,0.61,-0.79
2022/1/21,8,17,21,26,27,29,31,1,33,3.4,-2,1019,8.8,38,0,18.7,-0.74,-0.67
2022/1/28,1,5,8,15,18,26,36,33,34,7.4,-0.6,1010.4,-2.8,43,12,25.7,-0.73,0.69
2022/2/4,9,15,17,18,22,25,31,33,36,5.6,-0.7,1007.2,-2.9,51,16,3.17,0.62,0.78
2022/2/11,7,14,19,27,31,35,36,9,33,5.8,5.2,1018.8,5.9,69,-29,10.17,0.83,-0.56
2022/2/18,7,11,12,14,19,21,33,6,37,7.7,3,1022.5,12.9,35,5,17.17,-0.49,-0.87
2022/2/25,2,4,7,8,10,20,29,14,33,8.7,2.6,1015.4,-0.9,35,5,24.17,-0.91,0.42
2022/3/4,5,6,9,23,27,28,30,4,13,9,-3.5,1012.1,5.6,61,25,1.64,0.34,0.94
2022/3/11,2,13,19,22,32,35,37,14,33,14.3,3,1011.8,-6.6,55,5,8.64,0.96,-0.26
2022/3/18,7,11,24,27,29,34,35,4,18,4.2,-12.5,1006.4,-7.9,97,38,15.64,-0.19,-0.98
2022/3/25,3,7,13,16,19,24,30,6,10,14.4,2.9,1024.4,10.5,41,-13,22.64,-0.99,0.1
2022/4/1,7,8,13,17,30,32,36,1,10,9.4,-5.1,1020.2,8.2,28,-43,0.11,0.02,1
2022/4/8,1,4,5,13,27,31,35,15,22,16.6,1.2,1015.2,5.5,61,-13,7.11,1,0.06
2022/4/15,5,6,8,14,15,25,29,18,33,10.3,-0.4,1005.4,-10.5,94,-1,14.11,0.14,-0.99
2022/4/22,7,8,11,13,14,26,30,31,34,21.8,3.6,1004.5,-10.5,74,5,21.11,-0.98,-0.22
2022/4/29,3,12,15,16,25,29,37,26,28,12.5,-4.8,998,-17,99,47,28.11,-0.3,0.95
2022/5/6,1,6,8,13,16,30,33,23,28,19.9,-1.2,1017.9,-1,69,13,5.58,0.93,0.37
2022/5/13,2,3,9,16,27,32,36,1,34,19.6,0.3,1004.6,-8.6,100,10,12.58,0.45,-0.89
2022/5/20,3,5,7,8,11,19,34,17,32,22.1,-0.2,1010.8,-2,73,38,19.58,-0.85,-0.52
2022/5/27,5,7,8,32,33,34,36,4,6,22.6,0.4,993.8,-12.7,90,24,26.58,-0.59,0.81
2022/6/3,6,11,21,24,28,33,37,8,27,18.4,-4.9,1004.9,1.8,95,24,4.05,0.76,0.65
2022/6/10,3,17,19,21,24,32,34,27,28,23.2,2.1,1013.6,1,67,-7,11.05,0.71,-0.7
2022/6/17,1,2,22,24,26,31,37,12,19,25.7,2.8,1005.8,0.2,70,-12,18.05,-0.64,-0.77
2022/6/24,4,7,9,15,22,24,31,21,37,28.5,4.6,999.7,-8.8,69,-15,25.05,-0.82,0.58
2022/7/1,2,5,9,19,25,32,37,7,29,30.7,-1.9,1011.1,2.2,64,7,2.52,0.51,0.86
2022/7/8,6,8,11,13,16,20,32,12,34,26.9,0.4,1002.4,-4.5,61,-7,9.52,0.9,-0.44
2022/7/15,8,11,13,18,24,30,31,21,23,23.9,0.8,998.8,-3.1,100,1,16.52,-0.36,-0.93
2022/7/22,10,13,19,21,26,30,36,22,34,29.3,2.6,994.8,-7.2,74,-13,23.52,-0.96,0.29
2022/7/29,1,10,13,14,16,25,27,5,21,30,0.9,1011.5,0.2,73,-5,0.99,0.21,0.98
2022/8/5,2,5,14,15,17,19,36,8,34,24.9,1.4,1005.9,0.1,76,-23,7.99,0.99,-0.13
2022/8/12,2,11,20,23,25,36,37,29,34,28.6,-0.7,1006.6,-0.2,77,3,14.99,-0.05,-1
2022/8/19,1,4,6,9,13,22,31,29,30,27.6,-1.7,1001.4,2.1,66,-9,21.99,-1,-0.03
2022/8/26,4,6,17,20,22,24,26,8,9,27,0.1,1002.2,-1.2,98,18,28.99,-0.12,0.99
2022/9/2,8,13,15,23,24,31,35,14,19,22.3,-1.7,1014.6,5.5,99,1,6.46,0.98,0.2
2022/9/9,9,10,13,15,26,34,37,22,36,27.3,3.9,1011.1,-1.5,76,-5,13.46,0.27,-0.96
2022/9/16,3,13,16,18,19,20,35,2,11,26.5,2.2,1011.3,-0.8,63,-1,20.46,-0.94,-0.35
2022/9/23,3,6,7,15,25,29,31,8,14,22.8,0.5,1008.7,-8.2,99,28,27.46,-0.43,0.9
2022/9/30,12,14,18,21,23,29,37,7,15,23.8,1.3,1012.8,1.6,60,-9,4.93,0.87,0.5
2022/10/7,3,14,17,21,22,32,35,6,30,12,0,1010.5,-7.3,99,5,11.93,0.57,-0.82
2022/10/14,7,10,12,15,23,31,37,9,18,20,4.2,1015.3,-5.5,86,-11,18.93,-0.77,-0.63
2022/10/21,5,13,14,20,21,25,31,9,36,18.9,4.8,1020.7,-2.6,70,10,25.93,-0.69,0.72
2022/10/28,7,9,12,22,28,29,32,17,19,13.6,-0.1,1020,-2.7,80,18,3.4,0.66,0.75
2022/11/4,2,16,19,20,22,33,36,6,32,16.4,-3.6,1010.8,3.2,66,9,10.4,0.8,-0.6
2022/11/11,5,8,15,18,25,27,36,10,26,17.6,1.4,1024.4,5.6,72,7,17.4,-0.53,-0.85
2022/11/18,18,20,24,26,27,30,33,17,19,14.6,0.4,1021.2,0.7,67,6,24.4,-0.89,0.46
2022/11/25,6,8,12,20,21,24,29,4,18,14.5,-2.8,1018.9,7.5,65,17,1.86,0.39,0.92
2022/12/2,5,9,14,18,27,32,34,6,12,9.9,1.3,1021.4,6.5,58,-30,8.86,0.95,-0.31
2022/12/9,17,18,24,30,31,32,35,6,36,9.9,0.3,1016.5,0.5,80,25,15.86,-0.23,-0.97
2022/12/16,1,2,4,7,12,14,31,30,33,10.5,3.9,1016.7,4.9,42,-21,22.86,-0.99,0.15
2022/12/23,1,2,12,17,21,22,33,4,30,4.5,-4.8,993.3,8.7,23,-73,0.33,0.07,1
2022/12/30,5,7,8,13,23,26,33,31,37,7,-3.5,1019.2,3.3,51,16,7.33,1,0.01
2023/1/6,1,3,4,5,6,29,31,11,14,6.3,-0.2,1015.6,-3.5,46,16,14.33,0.09,-1
2023/1/13,9,10,12,15,16,28,36,1,23,10.2,3.3,1014.2,-6.7,67,23,21.33,-0.99,-0.17
2023/1/20,8,14,19,22,29,31,37,3,21,7.4,-0.2,1007.3,-11.9,71,19,28.33,-0.25,0.97
2023/1/27,4,19,25,26,30,32,36,1,15,3.8,-1.1,999.2,-12.8,82,34,5.8,0.94,0.33
2023/2/3,1,5,6,9,16,26,31,25,33,5.7,-0.5,1015.9,-0.3,48,18,12.8,0.41,-0.91
2023/2/10,10,14,22,26,27,32,33,20,37,1.8,-4.5,1014.1,-10.4,98,67,19.8,-0.88,-0.48
2023/2/17,3,5,9,11,17,33,37,4,22,6.5,1.5,1022,-2.2,59,18,26.8,-0.55,0.84
2023/2/24,1,9,14,24,28,36,37,16,31,10.7,-1.1,1012.8,-1.5,76,31,4.27,0.79,0.61
2023/3/3,5,7,17,22,25,26,28,3,23,9.4,-0.5,1021.2,11.6,54,14,11.27,0.68,-0.74
2023/3/10,1,4,10,13,15,19,37,16,20,17.9,0.3,1014.9,-0.1,63,11,18.27,-0.68,-0.73
2023/3/17,1,5,10,17,20,27,37,3,22,12.3,-4.7,1018,0.5,71,16,25.27,-0.79,0.62
2023/3/24,3,15,17,22,26,27,28,6,8,16.8,-0.3,1008.2,4.4,98,-2,2.74,0.55,0.83
2023/3/31,7,12,15,16,18,25,36,9,19,16.6,0.5,1012.7,-3.6,68,4,9.74,0.88,-0.48
2023/4/7,3,6,10,16,26,29,31,7,24,17.8,-1.1,1003.8,-8.3,92,22,16.74,-0.41,-0.91
2023/4/14,5,8,11,24,30,32,36,4,35,19,2.5,1012.1,-2.7,67,17,23.74,-0.94,0.33
2023/4/21,1,2,8,14,17,21,34,20,26,21.9,0.3,999.7,-4.8,65,-7,1.21,0.26,0.97
2023/4/28,9,22,25,28,33,34,37,15,16,19.2,1,1016.3,-1.9,63,8,8.21,0.98,-0.18
2023/5/5,21,24,25,27,30,33,36,3,31,21.6,0.2,1008.1,-5.4,59,-1,15.21,-0.09,-1
2023/5/12,1,10,12,19,22,25,37,2,34,19,5.7,1017.2,1,63,-33,22.21,-1,0.01
2023/5/19,3,17,19,27,28,32,35,2,34,17.9,-8.4,1007.5,-1.8,99,41,29.21,-0.07,1
2023/5/26,4,17,22,27,29,31,34,3,37,20.6,-0.1,1020,-0.2,62,0,6.68,0.99,0.15
2023/6/2,11,14,17,18,21,25,31,1,27,21.7,0,994.5,-14.3,100,24,13.68,0.23,-0.97
2023/6/9,4,13,17,19,20,26,29,2,28,21.1,-2.2,1002.2,-7.1,98,24,20.68,-0.95,-0.31
2023/6/16,4,8,12,25,27,32,34,15,17,27.1,5.3,1006.5,3.4,44,-53,27.68,-0.38,0.92
2023/6/23,5,7,10,19,30,32,33,1,17,22.9,4,1006,0.2,81,-14,5.15,0.89,0.46
2023/6/30,7,9,13,14,22,26,29,10,21,25.8,-3.4,1000.2,-1.9,91,19,12.15,0.53,-0.85
2023/7/7,1,11,13,28,29,30,34,23,27,28.7,0.2,1006.6,5.8,62,-10,19.15,-0.8,-0.6
2023/7/14,4,6,9,11,14,28,30,10,12,28.8,-0.1,1006.2,3,75,9,26.15,-0.66,0.75
2023/7/21,4,9,13,18,26,28,36,8,16,29,0.2,1011.6,6.7,63,-1,3.62,0.7,0.72
2023/7/28,2,4,9,11,14,25,37,29,32,30.3,-0.9,1012.2,0.9,63,12,10.62,0.77,-0.64
2023/8/4,10,17,18,19,20,24,25,30,32,32.5,1.7,1002.4,-3.1,62,-2,17.62,-0.57,-0.82
2023/8/11,5,11,12,19,29,32,36,9,26,29.8,-0.3,1003.1,-5.3,68,0,24.62,-0.86,0.5
2023/8/18,8,12,16,17,22,28,34,9,37,30.3,-0.2,1006.7,2.3,76,6,2.09,0.43,0.9
2023/8/25,2,3,9,13,14,35,37,4,17,30.3,0.6,1007.6,-2.6,65,-9,9.09,0.93,-0.36
2023/9/1,1,2,11,12,16,25,28,6,22,29.7,0.7,1010.4,-2.7,62,-10,16.09,-0.28,-0.96
2023/9/8,4,6,8,18,20,27,35,24,26,21.7,-5.5,1006,-2.9,100,34,23.09,-0.98,0.2
2023/9/15,3,7,10,18,19,28,36,13,26,26.2,-2.4,1011.7,2.8,100,23,0.56,0.12,0.99
2023/9/22,6,14,23,25,27,28,34,19,37,23.3,-4.1,1009.9,6.1,96,11,7.56,1,-0.04
2023/9/29,2,9,26,31,33,35,36,15,20,26.2,-2.9,1009.4,7.6,69,-2,14.56,0.04,-1
2023/10/6,2,11,13,18,23,24,36,17,26,20.9,0,1006.9,8.9,40,-7,21.56,-0.99,-0.12
2023/10/13,10,11,18,21,22,29,34,4,32,19.6,-0.4,1011.1,-5.7,41,-25,28.56,-0.21,0.98
2023/10/20,3,12,16,17,27,30,34,15,37,23.4,1.2,999.5,-13.2,66,6,6.03,0.96,0.28
2023/10/27,7,14,17,28,33,35,36,13,27,18.6,1.8,1005.7,-3.7,64,0,13.03,0.36,-0.93
2023/11/3,4,11,14,18,23,25,29,17,32,19.9,0.6,1016.2,0.5,82,28,20.03,-0.9,-0.44
2023/11/10,1,13,16,17,18,25,30,20,34,15.7,-1.9,1009.8,-12.2,99,32,27.03,-0.51,0.86
2023/11/17,13,19,20,28,33,34,35,4,32,11.8,-2.8,998.1,-22.6,100,32,4.5,0.82,0.58
2023/11/24,7,8,13,22,24,29,30,10,35,18.3,2.4,1004.7,-1.8,41,-24,11.5,0.64,-0.77
2023/12/1,15,16,17,22,29,32,37,23,24,8.2,-3.2,1010.4,-0.9,67,33,18.5,-0.71,-0.7
2023/12/8,7,11,12,16,18,33,34,1,14,13.7,-0.6,1017.6,12.6,53,11,25.5,-0.76,0.65
2023/12/15,2,6,13,15,16,20,33,9,28,11.5,-1,1006.3,-17.1,83,20,2.97,0.59,0.81
2023/12/22,4,10,15,17,29,32,36,13,30,7.7,0.6,1014.6,4.7,24,-16,9.97,0.85,-0.52
2023/12/29,9,12,17,19,26,32,34,11,22,8.6,1.4,1018.3,-2.4,61,-8,16.97,-0.45,-0.89
2024/1/5,17,20,26,28,29,33,35,1,6,9.3,-0.8,1013.2,-1.6,55,17,23.97,-0.93,0.38
2024/1/12,3,5,7,10,17,18,35,2,21,9.9,4,1004,-6.3,61,15,1.44,0.3,0.95
2024/1/19,15,20,21,22,23,26,34,6,10,9.7,-0.5,1023,8.6,65,11,8.44,0.97,-0.22
2024/1/26,3,4,10,13,15,18,22,2,16,7.5,2.1,1011.8,3.3,34,5,15.44,-0.14,-0.99
2024/2/2,3,20,29,32,33,34,35,2,24,5.8,-2.1,1019.5,6.8,48,9,22.44,-1,0.06
2024/2/9,6,8,19,20,27,32,37,13,33,8.4,1.8,1014.1,1.2,54,3,29.44,-0.02,1
2024/2/16,2,14,15,20,28,30,34,3,4,9,-8.1,1018,9.4,44,-20,6.91,0.99,0.1
2024/2/23,1,4,6,14,16,19,31,12,18,3,-1.7,1019.8,0.9,94,-1,13.91,0.18,-0.98
2024/3/1,9,13,15,18,22,24,30,6,27,11.4,1.3,1000.6,-17.6,46,-21,20.91,-0.97,-0.26
2024/3/8,3,6,9,11,19,30,36,1,33,7.1,-0.7,1001.7,-9.8,73,19,27.91,-0.34,0.94
2024/3/15,3,5,18,25,28,35,37,7,8,13,1.9,1011.3,-0.7,57,-9,5.38,0.91,0.41
2024/3/22,6,8,16,18,19,34,37,15,30,9.4,2.2,1017.6,8.3,26,-1,12.38,0.49,-0.87
2024/3/29,8,18,20,29,30,33,34,5,23,19,5.9,1001.1,-17.3,75,4,19.38,-0.83,-0.56
2024/4/5,12,15,17,22,30,34,35,5,9,11.8,-5.3,1017.7,10.6,60,-13,26.38,-0.62,0.78
2024/4/12,1,3,9,12,25,26,35,29,31,16,0.3,1015.3,-8,72,13,3.84,0.73,0.68
2024/4/19,13,26,27,29,30,34,37,2,23,19.5,2.4,1004.5,4.4,36,-47,10.84,0.74,-0.67
2024/4/26,1,2,4,19,21,26,28,3,25,21.8,0.2,1010.6,8.7,74,3,17.84,-0.61,-0.79
2024/5/3,11,12,18,19,23,26,31,15,25,19.6,2.7,1013.5,-1.5,57,2,24.84,-0.84,0.54
2024/5/10,4,5,13,16,22,23,35,36,37,19.3,2.9,1017.4,6.8,59,2,2.31,0.47,0.88
2024/5/17,2,12,18,20,25,28,30,9,23,22.9,0.8,1010.7,11.9,33,-21,9.31,0.92,-0.4
2024/5/24,11,13,14,18,19,23,31,7,27,24.9,2.2,1001.7,-5.8,56,-16,16.31,-0.32,-0.95
2024/5/31,11,13,19,25,29,36,37,18,30,20.3,-3.9,1003.4,-7.5,83,20,23.31,-0.97,0.25
2024/6/7,2,15,19,20,22,31,36,13,23,22.8,0,1014.1,-1.2,58,-8,0.78,0.17,0.99
2024/6/14,7,19,23,33,34,35,36,5,10,27.9,4.3,1005.1,4,58,-18,7.78,1,-0.09
2024/6/21,4,13,14,15,17,27,33,2,11,18.8,-6.2,1000.1,-6.4,98,25,14.78,0,-1
2024/6/28,3,8,10,15,18,23,37,17,24,22,-3.7,1005,-5.9,100,26,21.78,-1,-0.08
2024/7/5,5,7,22,29,30,32,36,3,33,32.1,1.1,1001.5,-0.5,62,0,28.78,-0.16,0.99
2024/7/12,1,5,8,9,20,30,37,11,26,23.2,-4.7,999.7,2.2,98,20,6.25,0.97,0.24
2024/7/19,10,11,12,17,23,30,36,20,21,30.8,0.9,1005.4,-2.3,74,4,13.25,0.32,-0.95
2024/7/26,6,11,13,14,16,27,34,12,25,31.4,-0.1,1011.9,6.1,67,-2,20.25,-0.92,-0.39
2024/8/2,1,2,4,14,15,22,23,13,36,29.8,-0.4,1003.2,0.5,71,10,27.25,-0.47,0.88
2024/8/9,15,18,21,22,23,25,32,1,30,30.5,1,999,-0.9,70,-9,4.72,0.84,0.54
2024/8/16,3,5,9,13,15,21,31,12,17,26.5,-4.5,997.3,-6,97,28,11.72,0.6,-0.8
2024/8/23,1,6,8,9,14,29,33,5,23,28.7,0.8,1008.4,-1.2,83,-3,18.72,-0.75,-0.67
2024/8/30,1,3,9,10,15,25,35,19,28,26.5,-0.7,1003.2,-5,97,7,25.72,-0.72,0.69
2024/9/6,4,7,8,11,21,23,35,10,24,29.3,1.7,1008.2,3.3,71,-1,3.19,0.63,0.78
2024/9/13,3,8,11,15,19,24,32,14,30,29.1,-0.5,1005.7,-4.9,73,-3,10.19,0.83,-0.56
2024/9/20,3,8,9,14,15,22,32,1,12,31.4,3.6,1006.6,-6.5,65,-17,17.19,-0.49,-0.87
2024/9/27,5,12,21,25,27,34,36,10,32,23.2,-2.5,1008.9,-1.5,99,22,24.19,-0.91,0.42
2024/10/4,14,15,16,19,25,28,33,6,29,26.6,4.5,1015.2,-1.9,79,-8,1.66,0.35,0.94
2024/10/11,1,9,16,19,23,29,32,5,37,19.7,1.5,1013.8,4.2,69,-10,8.66,0.96,-0.27
2024/10/18,2,4,14,15,22,27,34,1,5,22.6,-0.7,1018.3,-2.1,92,12,15.66,-0.19,-0.98
2024/10/25,1,4,7,11,12,18,26,3,33,20.3,-2.8,1022.6,7.2,72,0,22.66,-0.99,0.11
2024/11/1,4,7,16,19,26,31,33,25,29,19.3,2.5,1019.8,-3.4,66,-5,0.13,0.03,1
2024/11/8,1,2,12,16,19,29,32,9,37,12.8,0,1025.7,3.6,60,18,7.13,1,0.05
2024/11/15,4,8,18,20,29,35,37,19,34,16.8,-0.1,1014.7,-5.2,91,21,14.13,0.13,-0.99
2024/11/22,7,15,18,24,29,31,34,5,25,12.1,0.8,1007.2,-4.3,87,-13,21.13,-0.98,-0.21
2024/11/29,4,9,10,23,28,30,34,18,31,12.4,-0.2,999.3,-3.5,40,4,28.13,-0.29,0.96
2024/12/6,4,6,9,12,25,31,36,27,30,12.6,1.6,1007,3,43,-22,5.6,0.93,0.37
2024/12/13,2,8,15,26,28,31,32,19,24,6.2,-1.1,1008.5,-5.6,50,9,12.6,0.44,-0.9
2024/12/20,9,17,18,20,22,27,36,25,37,9,2.2,1017.7,2.7,64,17,19.6,-0.86,-0.52
2024/12/27,12,14,20,27,31,34,37,19,21,7.4,-3.3,1008.3,3.9,41,-19,26.6,-0.58,0.81
2025/1/10,7,10,11,18,20,29,30,32,36,5.5,-2.6,1013.9,12,40,8,11.07,0.71,-0.71
2025/1/17,4,11,12,23,26,32,37,1,9,4.8,0.4,1016.7,3,35,-20,18.07,-0.65,-0.76
2025/1/24,1,8,9,23,24,31,36,21,28,11.6,2.7,1017.5,0.6,65,-4,25.07,-0.81,0.58
2025/1/31,7,8,11,18,20,30,34,5,14,8,-0.3,1017.7,7.2,34,4,2.54,0.51,0.86
2026/2/6,4,6,10,11,13,17,23,25,32,11.9,3.7,1005.5,-5.1,36,-8,19.17,-0.81,-0.59
2026/2/13,3,6,8,14,21,22,31,17,37,8.2,0.9,1013.8,1.1,51,6,26.17,-0.66,0.76
2026/2/20,6,8,14,19,22,25,35,12,17,7.2,0.8,1017.8,1.8,65,36,3.64,0.7,0.71
2026/2/27,2,17,18,22,23,25,33,16,34,13.5,2.7,1011.2,-7.7,75,5,10.64,0.77,-0.64
2026/3/6,9,13,20,22,28,29,33,21,23,11.8,0.5,1017.7,-2.4,69,37,17.64,-0.57,-0.82
2026/3/13,1,8,11,14,18,22,29,19,35,8.6,-1.8,1019.5,0.3,47,17,24.64,-0.86,0.51
2026/3/20,3,5,6,7,9,13,16,11,23,8.8,-7.9,1013.4,5.1,82,50,2.11,0.43,0.9
2026/3/27,3,4,9,10,18,21,37,15,23,14.6,2,1012.4,1.2,67,-17,9.11,0.93,-0.36
2026/4/3,7,13,16,22,28,33,36,2,25,8.3,-2.9,1013,-2.2,93,8,16.11,-0.28,-0.96
2026/4/10,7,11,15,16,17,24,33,6,9,19,2,998.9,-17.1,96,37,23.11,-0.98,0.2
